,bike_id,age_scaled,model_type,no_of_riding_sessions,no_of_charging_sessions,charging_behavior,mileage_km_per_soc
2160,bike_10798,0.8571428571428571,Model_1,314,44,Good,0.9341352501587302
2161,bike_15513,0.5952380952380952,Model_2,478,46,Good,0.6799102817619047
2162,bike_13480,0.5952380952380952,Model_2,230,69,Decent,0.5951030745233645
2163,bike_12912,0.5952380952380952,Model_2,386,127,Bad,0.905326875
2164,bike_12339,0.5952380952380952,Model_2,273,44,Decent,1.096471436
2165,bike_18203,0.5952380952380952,Model_2,328,45,Decent,0.6892224793333332
2166,bike_27452,0.5952380952380952,Model_2,225,15,Good,0.7555813789408868
2167,bike_4221,0.5952380952380952,Model_2,443,95,Decent,0.7575982408450703
2168,bike_27576,0.5952380952380952,Model_2,516,86,Decent,0.8006890696610168
2169,bike_24830,0.5952380952380952,Model_2,573,131,Decent,0.7239993183390411
2170,bike_3378,0.5952380952380952,Model_2,350,58,Good,0.7992512960784314
2171,bike_25502,0.5952380952380952,Model_2,529,59,Decent,0.8661473284234233
2172,bike_25090,0.5952380952380952,Model_2,1346,71,Good,0.724675598877551
2173,bike_8711,0.8571428571428571,Model_1,520,126,Bad,1.15137288
2174,bike_9873,0.5952380952380952,Model_2,867,111,Decent,0.5951802581818182
2175,bike_16423,0.5952380952380952,Model_2,91,5,Good,0.9992431938235294
2176,bike_23815,0.5952380952380952,Model_2,568,72,Bad,0.7317379657894737
2177,bike_2188,0.5952380952380952,Model_2,952,253,Decent,0.6942465825127551
2178,bike_7389,0.5952380952380952,Model_2,891,134,Decent,1.0360594240509258
2179,bike_15976,0.5952380952380952,Model_2,1072,191,Bad,0.8416480645839872
2180,bike_24197,0.5952380952380952,Model_2,539,35,Good,0.966289857483871
2181,bike_14165,0.5952380952380952,Model_2,1535,401,Bad,0.7490802102607361
2182,bike_25176,0.5714285714285714,Model_2,447,158,Decent,0.980306933030303
2183,bike_9980,0.5714285714285714,Model_2,1220,261,Bad,0.8166386053846153
2184,bike_25224,0.5714285714285714,Model_2,386,52,Decent,0.6962925045454545
2185,bike_9232,0.5714285714285714,Model_2,346,60,Decent,0.938455456113744
2186,bike_26294,0.5714285714285714,Model_2,1284,107,Good,1.089318434232082
2187,bike_9444,0.5714285714285714,Model_2,463,36,Good,0.521399708047619
2188,bike_8790,0.5714285714285714,Model_2,553,126,Decent,0.6554746004166666
2189,bike_9766,0.5714285714285714,Model_2,1500,210,Bad,1.014760503035714
2190,bike_4621,0.5714285714285714,Model_2,876,83,Decent,0.6370419164857143
2191,bike_24475,0.5714285714285714,Model_2,1288,133,Decent,0.887887195652174
2192,bike_26236,0.5714285714285714,Model_2,559,62,Decent,1.0511136885964911
2193,bike_10928,0.5714285714285714,Model_2,208,17,Decent,0.4900357425
2194,bike_15841,0.8571428571428571,Model_1,359,61,Decent,0.6446777269215688
2195,bike_5310,0.5714285714285714,Model_2,976,296,Decent,0.8658357612173913
2196,bike_16246,0.5714285714285714,Model_2,393,60,Good,0.8014012722222222
2197,bike_814,0.8571428571428571,Model_1,627,116,Bad,0.8012531122222222
2198,bike_15656,0.5714285714285714,Model_2,484,112,Decent,0.9938547311340208
2199,bike_21727,0.5714285714285714,Model_2,1702,180,Bad,0.9382755156462586
2200,bike_13333,0.8571428571428571,Model_1,248,60,Decent,0.7664248257593689
2201,bike_26226,0.5714285714285714,Model_2,340,51,Decent,0.5281182218181818
2202,bike_13479,0.5714285714285714,Model_2,631,66,Decent,0.8256683687142857
2203,bike_12290,0.5714285714285714,Model_2,38,12,Good,0.7782270485185185
2204,bike_2047,0.5714285714285714,Model_2,1280,117,Decent,0.7363196191275327
2205,bike_14439,0.5714285714285714,Model_2,583,130,Decent,0.8634904495000003
2206,bike_7330,0.5714285714285714,Model_2,89,15,Decent,0.6378828964000001
2207,bike_4344,0.5714285714285714,Model_2,449,54,Decent,1.386778524
2208,bike_19233,0.5714285714285714,Model_2,596,118,Decent,0.7792743544755245
2209,bike_26453,0.5714285714285714,Model_2,1783,724,Bad,0.7701102670898724
2210,bike_27855,0.5714285714285714,Model_2,2426,173,Decent,0.5845457049318389
2211,bike_5838,0.5714285714285714,Model_2,625,124,Decent,0.7384436529739776
2212,bike_21612,0.5714285714285714,Model_2,441,56,Decent,0.7591966348936171
2213,bike_18923,0.5476190476190476,Model_2,380,41,Decent,0.8416765723243244
2214,bike_23258,0.5476190476190476,Model_2,468,112,Bad,0.975479158245614
2215,bike_1665,0.5476190476190476,Model_2,63,17,Good,0.5532651826666667
2216,bike_3919,0.5476190476190476,Model_2,198,55,Bad,0.8430043772500001
2217,bike_27623,0.5476190476190476,Model_2,390,84,Decent,0.927966080625
2218,bike_13746,0.5476190476190476,Model_2,421,95,Decent,0.9242046838461538
2219,bike_21919,0.5476190476190476,Model_2,709,128,Decent,1.2114929407361965
2220,bike_19318,0.5476190476190476,Model_2,553,81,Decent,1.1681348405194805
2221,bike_10537,0.5476190476190476,Model_2,229,44,Decent,0.7168867062135923
2222,bike_10999,0.5476190476190476,Model_2,536,126,Bad,0.9038995552586206
2223,bike_20765,0.5476190476190476,Model_2,1079,142,Decent,0.5814436287931035
2224,bike_18199,0.5476190476190476,Model_2,771,90,Good,0.872732028938983
2225,bike_21288,0.5476190476190476,Model_2,866,136,Decent,0.8833169610052909
2226,bike_8616,0.5476190476190476,Model_2,529,56,Good,0.7356527966666667
2227,bike_22664,0.5476190476190476,Model_2,758,102,Decent,0.9556638800416668
2228,bike_25214,0.5476190476190476,Model_2,163,24,Decent,0.9074751833333332
2229,bike_15083,0.5476190476190476,Model_2,333,115,Bad,0.8976511599335864
2230,bike_18617,0.5,Model_2,434,49,Decent,0.9131709335483872
2231,bike_1381,0.5,Model_2,1382,118,Decent,0.8732248254620344
2232,bike_22033,0.8571428571428571,Model_1,521,71,Decent,0.9110911927272728
2233,bike_4557,0.8571428571428571,Model_1,779,137,Decent,0.8110067027272728
2234,bike_17130,0.5,Model_2,709,70,Decent,0.853395011875
2235,bike_3511,0.5,Model_2,794,176,Decent,0.9301990814187492
2236,bike_3526,0.5,Model_2,290,47,Decent,0.8226663487816388
2237,bike_19748,0.5,Model_2,243,40,Decent,0.5840156799999999
2238,bike_9029,0.47619047619047616,Model_2,422,54,Decent,0.9842529363888888
2239,bike_16837,0.47619047619047616,Model_2,371,114,Decent,0.8213173507792207
2240,bike_1970,0.47619047619047616,Model_2,355,83,Decent,0.7933056735714286
2241,bike_27617,0.47619047619047616,Model_2,434,77,Decent,0.8050527753061224
2242,bike_18164,0.47619047619047616,Model_2,363,39,Decent,0.8553208904309657
2243,bike_14434,0.47619047619047616,Model_2,371,61,Decent,1.108423855
2244,bike_25337,0.47619047619047616,Model_2,487,53,Decent,0.6098402920000001
2245,bike_23155,0.47619047619047616,Model_2,370,91,Decent,0.6426545112
2246,bike_9026,0.47619047619047616,Model_2,1102,79,Decent,0.9392810159933777
2247,bike_10321,0.47619047619047616,Model_2,1725,138,Decent,0.6179827985858587
2248,bike_16873,0.47619047619047616,Model_2,647,43,Decent,1.0589310951677853
2249,bike_28259,0.47619047619047616,Model_2,609,95,Decent,0.6957441162711864
2250,bike_26478,0.47619047619047616,Model_2,911,177,Decent,0.8279387447115384
2251,bike_23691,0.47619047619047616,Model_2,468,106,Decent,0.9920801062121212
2252,bike_24498,0.8571428571428571,Model_1,185,11,Decent,1.357472507964602
2253,bike_18137,0.47619047619047616,Model_2,466,70,Good,0.8259816085173745
2254,bike_8523,0.47619047619047616,Model_2,1333,110,Decent,0.7426052097931034
2255,bike_14744,0.47619047619047616,Model_2,1813,190,Bad,0.92335461512987
2256,bike_1800,0.47619047619047616,Model_2,773,101,Decent,0.8817602868286657
2257,bike_20330,0.47619047619047616,Model_2,377,56,Decent,0.7627094564583334
2258,bike_26797,0.47619047619047616,Model_2,1190,130,Bad,0.8693005520833333
2259,bike_16968,0.47619047619047616,Model_2,225,64,Bad,1.0071978780000002
2260,bike_3504,0.47619047619047616,Model_2,1059,234,Decent,0.7993112006257309
2261,bike_9661,0.8571428571428571,Model_1,468,70,Decent,0.8573618572189349
2262,bike_5016,0.45238095238095233,Model_2,775,86,Decent,0.7755100916666666
2263,bike_3222,0.45238095238095233,Model_2,922,165,Decent,0.6901942889978118
2264,bike_11873,0.45238095238095233,Model_2,710,56,Good,0.840788417184466
2265,bike_26696,0.45238095238095233,Model_2,528,162,Decent,1.0797787068181817
2266,bike_16147,0.45238095238095233,Model_2,194,15,Good,0.8753790053999999
2267,bike_23468,0.45238095238095233,Model_2,453,89,Decent,0.9727822517268624
2268,bike_22421,0.45238095238095233,Model_2,1910,311,Bad,0.7962428005151516
2269,bike_14736,0.8571428571428571,Model_1,250,43,Decent,0.7666963687333334
2270,bike_6450,0.8571428571428571,Model_1,101,15,Decent,1.034098598979592
2271,bike_871,0.45238095238095233,Model_2,540,36,Good,0.8813383136683418
2272,bike_14544,0.45238095238095233,Model_2,1088,260,Decent,0.912868565845896
2273,bike_14644,0.45238095238095233,Model_2,207,19,Good,0.7111101174193548
2274,bike_3696,0.45238095238095233,Model_2,347,62,Decent,0.8889280057142857
2275,bike_8938,0.8571428571428571,Model_1,1157,158,Bad,0.9218959602459016
2276,bike_8301,0.45238095238095233,Model_2,905,100,Decent,0.6222912644827587
2277,bike_6491,0.45238095238095233,Model_2,769,177,Decent,0.7121269466666668
2278,bike_26810,0.45238095238095233,Model_2,1198,153,Bad,0.8607717924061196
2279,bike_1511,0.45238095238095233,Model_2,807,113,Good,0.7343766748601399
2280,bike_24061,0.45238095238095233,Model_2,998,117,Good,0.8171598214224665
2281,bike_12541,0.45238095238095233,Model_2,489,80,Decent,0.894955685
2282,bike_16754,0.45238095238095233,Model_2,370,69,Decent,0.8111681428085106
2283,bike_14480,0.45238095238095233,Model_2,596,123,Decent,0.6431725535
2284,bike_20363,0.45238095238095233,Model_2,228,39,Decent,0.7685729120125786
2285,bike_26070,0.45238095238095233,Model_2,1106,179,Decent,0.7898611407650273
2286,bike_27712,0.45238095238095233,Model_2,495,25,Good,0.793841760706638
2287,bike_11480,0.45238095238095233,Model_2,899,108,Decent,0.7696211577898551
2288,bike_14602,0.45238095238095233,Model_2,158,21,Good,0.87112607875
2289,bike_5089,0.45238095238095233,Model_2,537,67,Decent,1.1050638676131683
2290,bike_6927,0.4285714285714285,Model_2,667,89,Decent,0.9246042845454544
2291,bike_21521,0.4285714285714285,Model_2,210,22,Decent,0.9742208525
2292,bike_11697,0.4285714285714285,Model_2,1677,103,Decent,0.8754215949518304
2293,bike_22096,0.4285714285714285,Model_2,254,96,Bad,1.0675696225714286
2294,bike_7019,0.4285714285714285,Model_2,656,85,Decent,0.6225997616666666
2295,bike_12663,0.4285714285714285,Model_2,519,137,Decent,0.9440266799085368
2296,bike_25747,0.4285714285714285,Model_2,1092,143,Decent,0.8076509094444445
2297,bike_8218,0.4285714285714285,Model_2,274,105,Decent,0.9102263236274508
2298,bike_26018,0.4285714285714285,Model_2,467,152,Decent,0.712911605537373
2299,bike_14597,0.4285714285714285,Model_2,445,78,Bad,1.1041264700000002
2300,bike_26885,0.4285714285714285,Model_2,683,30,Good,0.8269743231764703
2301,bike_332,0.4285714285714285,Model_2,737,141,Decent,0.8853287653061224
2302,bike_5970,0.4285714285714285,Model_2,269,18,Good,0.8664054319327731
2303,bike_24093,0.4285714285714285,Model_2,502,117,Bad,0.8661589179068551
2304,bike_5570,0.4285714285714285,Model_2,648,125,Bad,0.614032758
2305,bike_4806,0.4285714285714285,Model_2,691,134,Decent,0.7059483604347826
2306,bike_26284,0.8333333333333333,Model_1,1011,76,Decent,0.7489968175
2307,bike_1834,0.4285714285714285,Model_2,596,58,Good,1.033843107326203
2308,bike_12311,0.4285714285714285,Model_2,792,108,Bad,0.8149491772222224
2309,bike_22204,0.4285714285714285,Model_2,993,111,Decent,0.9412742872111064
2310,bike_23182,0.8333333333333333,Model_1,284,49,Decent,0.8071410145000001
2311,bike_8674,0.8333333333333333,Model_1,391,95,Decent,0.69194463
2312,bike_28449,0.4285714285714285,Model_2,533,132,Bad,0.8476513883018867
2313,bike_16240,0.4285714285714285,Model_2,662,166,Bad,0.7815859544748078
2314,bike_8365,0.4285714285714285,Model_2,735,125,Bad,0.7485211855813955
2315,bike_28437,0.4285714285714285,Model_2,2371,762,Bad,0.8573063236228594
2316,bike_5283,0.4285714285714285,Model_2,778,182,Decent,1.0498160810762331
2317,bike_3143,0.4285714285714285,Model_2,1367,122,Decent,0.7718404189767442
2318,bike_22652,0.4285714285714285,Model_2,711,76,Good,0.8188084630210016
2319,bike_4828,0.4285714285714285,Model_2,747,59,Decent,0.6864027396774193
2320,bike_24778,0.4285714285714285,Model_2,770,154,Bad,1.0316376523549489
2321,bike_15064,0.4285714285714285,Model_2,902,243,Bad,0.9775320862346264
2322,bike_23796,0.4285714285714285,Model_2,856,177,Decent,0.7876596886772488
2323,bike_21018,0.4285714285714285,Model_2,1671,302,Decent,0.8398663800834798
2324,bike_9742,0.8333333333333333,Model_1,387,87,Bad,0.7501864622641509
2325,bike_2680,0.4285714285714285,Model_2,781,100,Decent,0.8226710280981594
2326,bike_6708,0.4285714285714285,Model_2,314,79,Decent,0.8155480504761905
2327,bike_21331,0.4285714285714285,Model_2,286,121,Good,0.8631513913042718
2328,bike_27208,0.8333333333333333,Model_1,391,79,Decent,0.77215898
2329,bike_8927,0.4285714285714285,Model_2,1152,80,Decent,0.5703170044444444
2330,bike_4108,0.4285714285714285,Model_2,873,116,Decent,1.1112004967567568
2331,bike_17802,0.8333333333333333,Model_1,330,30,Good,0.8563579210596027
2332,bike_12902,0.8333333333333333,Model_1,1193,133,Decent,0.7930919759999999
2333,bike_12768,0.40476190476190477,Model_2,546,84,Decent,0.7564867937499999
2334,bike_6858,0.40476190476190477,Model_2,351,89,Decent,0.8222712492441862
2335,bike_26419,0.40476190476190477,Model_2,1423,336,Bad,0.7666651017767916
2336,bike_1992,0.40476190476190477,Model_2,446,53,Decent,0.7490974596875
2337,bike_28012,0.40476190476190477,Model_2,315,31,Decent,0.7040188000000001
2338,bike_15040,0.40476190476190477,Model_2,918,132,Bad,0.5693943124999999
2339,bike_12687,0.40476190476190477,Model_2,241,50,Decent,1.0974149038095238
2340,bike_12526,0.40476190476190477,Model_2,750,121,Decent,0.7950152382981487
2341,bike_12352,0.40476190476190477,Model_2,594,37,Good,0.6084051705128205
2342,bike_23125,0.40476190476190477,Model_2,818,261,Decent,0.5960878658243728
2343,bike_15337,0.8333333333333333,Model_1,350,45,Good,0.8855327392045453
2344,bike_21369,0.40476190476190477,Model_2,503,143,Bad,0.7745607489312978
2345,bike_16884,0.40476190476190477,Model_2,888,169,Bad,1.048780174285714
2346,bike_20211,0.40476190476190477,Model_2,648,73,Decent,0.6792888556666666
2347,bike_25608,0.40476190476190477,Model_2,187,21,Good,1.1064424812499998
2348,bike_20718,0.40476190476190477,Model_2,657,206,Bad,0.8587374989473683
2349,bike_15659,0.40476190476190477,Model_2,788,153,Bad,1.017012161518018
2350,bike_27618,0.40476190476190477,Model_2,945,154,Decent,0.9951865458343196
2351,bike_24323,0.40476190476190477,Model_2,959,156,Decent,0.5957253873846153
2352,bike_13106,0.40476190476190477,Model_2,300,87,Decent,0.7805716990946501
2353,bike_13461,0.40476190476190477,Model_2,906,194,Bad,1.0024038760775862
2354,bike_18530,0.40476190476190477,Model_1,669,100,Decent,0.7011537592592592
2355,bike_18062,0.40476190476190477,Model_2,1004,68,Decent,0.9030784400800428
2356,bike_24309,0.40476190476190477,Model_2,565,87,Decent,0.9396827684179104
2357,bike_26507,0.40476190476190477,Model_2,744,202,Bad,0.7510685214285714
2358,bike_20362,0.40476190476190477,Model_2,675,78,Decent,0.8507777667199249
2359,bike_551,0.40476190476190477,Model_2,966,74,Good,0.8742704994666665
2360,bike_20328,0.40476190476190477,Model_2,1367,163,Decent,0.7592834084331506
2361,bike_4285,0.9761904761904762,Model_1,530,91,Bad,0.86532255375
2362,bike_6231,0.40476190476190477,Model_2,325,44,Decent,0.9235718280256412
2363,bike_25328,0.40476190476190477,Model_2,1994,299,Decent,0.7831325267855325
2364,bike_27732,0.40476190476190477,Model_2,1405,316,Decent,0.8498389000625932
2365,bike_13884,0.40476190476190477,Model_2,441,27,Decent,1.8909509728954423
2366,bike_989,0.38095238095238093,Model_4,492,94,Decent,0.8238214495926889
2367,bike_23762,0.38095238095238093,Model_4,376,37,Good,1.4234828331895892
2368,bike_5190,0.38095238095238093,Model_4,397,78,Bad,1.0081207421382783
2369,bike_11452,0.38095238095238093,Model_4,321,27,Good,0.8962460203182427
2370,bike_1105,0.38095238095238093,Model_4,702,111,Bad,0.7260301298332135
2371,bike_21895,0.38095238095238093,Model_4,1398,66,Good,1.0771356461128898
2372,bike_20532,0.38095238095238093,Model_4,840,65,Decent,0.89404330122094
2373,bike_16473,0.38095238095238093,Model_4,382,33,Decent,0.9666627268628616
2374,bike_27171,0.38095238095238093,Model_4,470,43,Decent,1.1143425662609292
2375,bike_23364,0.8333333333333333,Model_1,559,43,Good,0.7381041833333333
2376,bike_2363,0.38095238095238093,Model_4,566,126,Decent,1.0009285869514284
2377,bike_1330,0.38095238095238093,Model_4,163,68,Bad,0.8527043428571429
2378,bike_16012,0.38095238095238093,Model_4,433,32,Decent,0.7565229063882593
2379,bike_9942,0.38095238095238093,Model_4,686,113,Bad,0.8366083060739862
2380,bike_2165,0.38095238095238093,Model_4,604,83,Decent,0.8206803305933276
2381,bike_13224,0.38095238095238093,Model_4,333,21,Good,1.0606715059619067
2382,bike_18082,0.3571428571428571,Model_4,591,28,Good,0.8956505785972523
2383,bike_20390,0.3571428571428571,Model_4,197,15,Decent,0.7779018471486046
2384,bike_16013,0.3571428571428571,Model_4,1296,149,Bad,0.7440268363032316
2385,bike_26857,0.3571428571428571,Model_4,1664,97,Decent,0.918672994198494
2386,bike_10418,0.3571428571428571,Model_4,103,27,Decent,0.7794981737032568
2387,bike_20840,0.3571428571428571,Model_4,491,102,Decent,0.7942024688252609
2388,bike_10063,0.3571428571428571,Model_4,244,25,Decent,0.7857781467337918
2389,bike_27894,0.3571428571428571,Model_4,457,16,Good,0.8244942844977133
2390,bike_7780,0.3571428571428571,Model_4,400,57,Decent,0.8005124437223812
2391,bike_2157,0.3571428571428571,Model_4,1739,123,Decent,0.9054113382819664
2392,bike_4836,0.3571428571428571,Model_4,2029,84,Good,0.8638860851851853
2393,bike_10312,0.3571428571428571,Model_4,563,64,Decent,0.8255036658480208
2394,bike_19534,0.3571428571428571,Model_4,966,169,Decent,0.7055523517611928
2395,bike_2736,0.3571428571428571,Model_4,138,16,Decent,0.7872778413573087
2396,bike_9174,0.3571428571428571,Model_4,585,32,Decent,0.9184145068769014
2397,bike_25009,0.9761904761904762,Model_1,416,52,Decent,0.7004564332835821
2398,bike_18863,0.3571428571428571,Model_4,390,36,Decent,0.7592643331013533
2399,bike_21991,0.3571428571428571,Model_4,969,288,Bad,0.8511332468938586
2400,bike_22834,0.3571428571428571,Model_4,90,14,Bad,0.8718808141420693
2401,bike_17479,0.3571428571428571,Model_4,1130,221,Bad,0.7814457374422187
2402,bike_18836,0.3571428571428571,Model_4,637,94,Decent,0.9419299721835882
2403,bike_14407,0.3571428571428571,Model_4,250,17,Good,0.9217142634717784
2404,bike_9821,0.3571428571428571,Model_4,292,49,Bad,1.0012821436821706
2405,bike_17862,0.3571428571428571,Model_2,1284,191,Bad,0.7487234961375662
2406,bike_17425,0.3571428571428571,Model_4,187,18,Decent,0.733853737956591
2407,bike_4850,0.8333333333333333,Model_1,196,20,Good,0.9068645519946807
2408,bike_18179,0.3571428571428571,Model_4,924,130,Bad,0.9787399267695248
2409,bike_13563,0.3571428571428571,Model_4,517,50,Good,0.8755567579213567
2410,bike_24612,0.3571428571428571,Model_4,245,33,Decent,0.939722827713896
2411,bike_16648,0.3571428571428571,Model_4,393,22,Good,0.8993560423660577
2412,bike_51,0.3571428571428571,Model_4,263,26,Good,1.0588903196202533
2413,bike_19796,0.3571428571428571,Model_4,369,89,Decent,0.7862051736613604
2414,bike_1136,0.3571428571428571,Model_4,482,44,Good,0.7912702469901833
2415,bike_24747,0.3571428571428571,Model_4,604,55,Good,0.7218661265315215
2416,bike_3174,0.3571428571428571,Model_4,558,37,Decent,1.0354613565885376
2417,bike_19998,0.3571428571428571,Model_4,797,53,Decent,0.673004947390751
2418,bike_4159,0.3571428571428571,Model_4,462,30,Good,0.9881971827551812
2419,bike_5563,0.3571428571428571,Model_4,434,59,Decent,1.0136019354495631
2420,bike_16212,0.3571428571428571,Model_4,230,21,Decent,0.7306987866497046
2421,bike_12946,0.3571428571428571,Model_4,183,19,Good,0.7264988467194118
2422,bike_23090,0.3571428571428571,Model_4,739,70,Good,0.933749106244931
2423,bike_19502,0.3571428571428571,Model_4,175,31,Good,0.2574950833333333
2424,bike_2177,0.3571428571428571,Model_4,646,40,Decent,0.8169727856562191
2425,bike_25331,0.3571428571428571,Model_4,1544,80,Decent,0.7120351249294304
2426,bike_19778,0.3571428571428571,Model_4,114,45,Bad,0.7185740263157895
2427,bike_4929,0.3571428571428571,Model_4,1002,132,Bad,0.76019947407741
2428,bike_22215,0.3571428571428571,Model_4,592,133,Good,0.966502185002554
2429,bike_17916,0.3571428571428571,Model_4,514,113,Decent,0.6623903102702703
2430,bike_2138,0.3571428571428571,Model_4,338,21,Good,0.7782750292387467
2431,bike_3797,0.3571428571428571,Model_4,168,13,Good,0.5473213109464629
2432,bike_5377,0.3571428571428571,Model_4,1317,132,Bad,0.9371111788614218
2433,bike_16649,0.3571428571428571,Model_4,251,17,Good,0.9820739306964358
2434,bike_17501,0.3571428571428571,Model_4,638,62,Decent,0.7790240022980639
2435,bike_26064,0.3571428571428571,Model_4,366,38,Decent,0.8658940597954367
2436,bike_16284,0.3571428571428571,Model_4,364,108,Bad,0.8807781045249624
2437,bike_19855,0.3571428571428571,Model_4,752,93,Decent,0.8703760915054385
2438,bike_6317,0.3571428571428571,Model_4,1031,186,Decent,0.8273358939073281
2439,bike_16678,0.3571428571428571,Model_4,512,17,Good,0.779855144983789
2440,bike_24862,0.3571428571428571,Model_4,1091,160,Decent,0.8492204768870684
2441,bike_18451,0.3571428571428571,Model_4,329,41,Decent,0.7829030000000002
2442,bike_19220,0.3571428571428571,Model_4,135,21,Decent,0.7824312863636362
2443,bike_24808,0.3571428571428571,Model_4,1105,233,Decent,0.8170310155364167
2444,bike_4976,0.8333333333333333,Model_1,753,124,Good,0.7633663596010638
2445,bike_5649,0.3571428571428571,Model_4,181,21,Good,0.8196030379655393
2446,bike_25316,0.3571428571428571,Model_4,873,69,Decent,0.934182032544379
2447,bike_1998,0.3571428571428571,Model_4,592,48,Good,0.9721813648441134
2448,bike_19150,0.3571428571428571,Model_4,240,16,Good,0.9259266272653568
2449,bike_12509,0.3571428571428571,Model_4,140,8,Good,0.799573278544542
2450,bike_27702,0.3571428571428571,Model_4,139,18,Decent,0.7362431122213682
2451,bike_10780,0.3571428571428571,Model_4,796,120,Decent,0.8601935601164096
2452,bike_24193,0.8333333333333333,Model_1,1899,301,Bad,0.9274783709574468
2453,bike_14781,0.3571428571428571,Model_4,285,20,Good,0.9404310903889403
2454,bike_23725,0.3571428571428571,Model_4,367,52,Decent,0.894735168237031
2455,bike_16405,0.3571428571428571,Model_4,1118,158,Decent,0.9515813850873368
2456,bike_8167,0.3571428571428571,Model_4,821,43,Good,0.863201322172879
2457,bike_6876,0.3571428571428571,Model_4,223,21,Decent,0.8428242333573487
2458,bike_2785,0.3571428571428571,Model_4,391,114,Decent,0.9161355977528092
2459,bike_13293,0.3571428571428571,Model_4,746,84,Good,0.7997521382342816
2460,bike_11583,0.3571428571428571,Model_4,2049,143,Decent,1.1088277948366938
2461,bike_22223,0.3333333333333333,Model_4,665,38,Decent,0.7816982423323222
2462,bike_21966,0.3333333333333333,Model_4,944,54,Decent,1.0833344877192983
2463,bike_14537,0.3333333333333333,Model_3,116,9,Decent,1.0005043730015628
2464,bike_18712,0.3333333333333333,Model_3,1657,210,Bad,0.8602752789643326
2465,bike_5969,0.3333333333333333,Model_4,544,26,Decent,0.92096932937703
2466,bike_18726,0.3333333333333333,Model_4,1364,167,Bad,0.920993632915496
2467,bike_14282,0.3333333333333333,Model_4,1466,156,Good,0.7622470026814556
2468,bike_20716,0.3333333333333333,Model_4,227,42,Good,0.9370963550674904
2469,bike_26972,0.3333333333333333,Model_4,865,95,Decent,0.8644046196265992
2470,bike_25128,0.3333333333333333,Model_4,345,26,Good,0.8708034358630382
2471,bike_354,0.3333333333333333,Model_4,536,39,Decent,0.6144594911491149
2472,bike_20785,0.3333333333333333,Model_4,416,34,Decent,0.8679395312269305
2473,bike_1026,0.3333333333333333,Model_4,288,77,Bad,0.736858406060606
2474,bike_13236,0.3333333333333333,Model_4,399,58,Decent,0.9646541110250628
2475,bike_13147,0.3333333333333333,Model_3,193,16,Decent,1.006872116010684
2476,bike_4667,0.3333333333333333,Model_4,234,28,Decent,0.8800971290817016
2477,bike_5904,0.3333333333333333,Model_4,486,82,Decent,0.7871120759586712
2478,bike_16843,0.3333333333333333,Model_4,694,59,Good,0.8507686509558068
2479,bike_4302,0.3333333333333333,Model_4,608,114,Decent,0.7947112875895648
2480,bike_13621,0.3333333333333333,Model_4,769,85,Bad,0.9317825508958838
2481,bike_27917,0.3333333333333333,Model_4,784,151,Bad,0.8327846288858408
2482,bike_3637,0.3333333333333333,Model_4,3119,293,Bad,0.9507922991399326
2483,bike_719,0.3333333333333333,Model_4,94,4,Good,0.8802489764705882
2484,bike_26127,0.3333333333333333,Model_4,323,39,Decent,0.7366032545296262
2485,bike_14347,0.3333333333333333,Model_4,1129,169,Decent,0.6482351887997804
2486,bike_8336,0.3333333333333333,Model_4,778,45,Decent,0.7781592057803012
2487,bike_9504,0.3333333333333333,Model_4,789,75,Decent,0.9202672104081197
2488,bike_16278,0.3333333333333333,Model_4,900,120,Decent,0.9195337671171384
2489,bike_27167,0.3333333333333333,Model_3,38,4,Decent,1.025105638676845
2490,bike_13477,0.3333333333333333,Model_4,430,87,Decent,0.7415281409469154
2491,bike_25660,0.3333333333333333,Model_4,1926,123,Decent,0.8419271725247652
2492,bike_26634,0.3333333333333333,Model_4,277,23,Decent,0.836659864487117
2493,bike_20864,0.3333333333333333,Model_4,662,77,Decent,0.7686320547274241
2494,bike_6309,0.3333333333333333,Model_4,917,121,Decent,0.7402462815153493
2495,bike_27091,0.3333333333333333,Model_4,250,28,Decent,1.6522770587782734
2496,bike_6421,0.3333333333333333,Model_4,429,17,Good,0.8526560345726023
2497,bike_10503,0.3333333333333333,Model_4,128,5,Good,1.005726624901057
2498,bike_558,0.3333333333333333,Model_3,560,66,Decent,0.7151008308830001
2499,bike_12948,0.3333333333333333,Model_4,629,25,Decent,0.7368179219859032
2500,bike_7564,0.3333333333333333,Model_4,560,48,Decent,0.7084934799587133
2501,bike_5984,0.3333333333333333,Model_4,118,31,Decent,0.7231478294243071
2502,bike_8303,0.3333333333333333,Model_4,1011,173,Bad,0.9294764962386736
2503,bike_26098,0.3333333333333333,Model_4,793,161,Decent,0.7160301929004221
2504,bike_11591,0.3333333333333333,Model_4,107,14,Bad,0.9545434732846716
2505,bike_18497,0.8333333333333333,Model_1,155,34,Decent,0.6384137288888889
2506,bike_11218,0.3333333333333333,Model_4,884,62,Good,0.867807613187356
2507,bike_20648,0.3333333333333333,Model_4,774,172,Decent,0.9106374445048644
2508,bike_5254,0.3333333333333333,Model_4,292,18,Good,1.1882460224346838
2509,bike_16707,0.8333333333333333,Model_1,143,39,Decent,1.3465102306282724
2510,bike_7066,0.3333333333333333,Model_4,1031,80,Decent,0.8458212550357527
2511,bike_2320,0.3333333333333333,Model_4,963,142,Decent,0.8624186629950749
